0	"growing field"	rdfs:subClassOf	"field"
11	"immunoglobulin binding Protein G."	rdfs:subClassOf	"binding Protein G."
11	"covalently coated"	rdfs:subClassOf	"coated"
11	"sensor surface"	rdfs:subClassOf	"surface"
11	"binding"	vn.role:Agent	"immunoglobulin"
11	"binding"	vn.role:Theme	"Protein G."
12	"A. coated"	rdfs:subClassOf	"coated"
12	"Protein A."	rdfs:subClassOf	"A."
12	"binding Protein A."	rdfs:subClassOf	"Protein A."
12	"immunoglobulin binding Protein A."	rdfs:subClassOf	"binding Protein A."
12	"covalently coated"	rdfs:subClassOf	"coated"
12	"sensor surface"	rdfs:subClassOf	"surface"
12	"binding"	vn.role:Agent	"Protein A."
13	"antibodies immobilization"	rdfs:subClassOf	"immobilization"
13	"immobilization employed"	rdfs:subClassOf	"employed"
13	"non-covalent immobilization"	rdfs:subClassOf	"immobilization"
13	"Protein G"	rdfs:subClassOf	"G"
13	"employed"	vn.role:Theme	"Protein G"
13	"employed"	vn.role:Recipient	"non-covalent immobilization of antibodies."
14	"antigens immobilization"	rdfs:subClassOf	"immobilization"
14	"G antigens"	rdfs:subClassOf	"antigens"
14	"Protein G antigens"	rdfs:subClassOf	"G antigens"
14	"binding Protein G antigens"	rdfs:subClassOf	"Protein G antigens"
14	"immunoglobulin binding Protein G antigens"	rdfs:subClassOf	"binding Protein G antigens"
14	"analysis employed"	rdfs:subClassOf	"employed"
14	"immobilization analysis employed"	rdfs:subClassOf	"analysis employed"
14	"subsequent immobilization"	rdfs:subClassOf	"immobilization"
14	"Protein G"	rdfs:subClassOf	"G"
14	"employed"	local:AM-PNC	"the subsequent immobilization and analysis of the immunoglobulin binding Protein G antigens."
14	"employed"	vn.role:Theme	"Protein G"
14	"binding"	vn.role:Theme	"Protein G antigens."
15	"Protein A."	rdfs:subClassOf	"A."
15	"proteins immobilization"	rdfs:subClassOf	"immobilization"
15	"binding proteins"	rdfs:subClassOf	"proteins"
15	"immunoglobulin binding proteins"	rdfs:subClassOf	"binding proteins"
15	"analysis employed"	rdfs:subClassOf	"employed"
15	"immobilization analysis employed"	rdfs:subClassOf	"analysis employed"
15	"subsequent immobilization"	rdfs:subClassOf	"immobilization"
15	"Protein G"	rdfs:subClassOf	"G"
15	"employed"	local:AM-PNC	"the subsequent immobilization and analysis of the immunoglobulin binding proteins Protein A."
15	"employed"	vn.role:Theme	"Protein G"
15	"binding"	vn.role:Agent	"proteins Protein A."
16	"Protein A."	rdfs:subClassOf	"A."
16	"proteins immobilization"	rdfs:subClassOf	"immobilization"
16	"binding proteins"	rdfs:subClassOf	"proteins"
16	"immunoglobulin binding proteins"	rdfs:subClassOf	"binding proteins"
16	"analysis employed"	rdfs:subClassOf	"employed"
16	"immobilization analysis employed"	rdfs:subClassOf	"analysis employed"
16	"subsequent immobilization"	rdfs:subClassOf	"immobilization"
16	"Protein A"	rdfs:subClassOf	"A"
16	"binding Protein A"	rdfs:subClassOf	"Protein A"
16	"immunoglobulin binding Protein A"	rdfs:subClassOf	"binding Protein A"
16	"binding"	vn.role:Agent	"immunoglobulin proteins Protein A."
16	"binding"	vn.role:Theme	"Protein A were employed for the subsequent immobilization and analysis of the immunoglobulin binding proteins Protein A."
16	"employed"	local:AM-PNC	"the subsequent immobilization and analysis of the immunoglobulin binding proteins Protein A."
16	"employed"	vn.role:Theme	"immunoglobulin binding Protein A"
17	"antigens immobilization"	rdfs:subClassOf	"immobilization"
17	"G antigens"	rdfs:subClassOf	"antigens"
17	"Protein G antigens"	rdfs:subClassOf	"G antigens"
17	"analysis employed"	rdfs:subClassOf	"employed"
17	"immobilization analysis employed"	rdfs:subClassOf	"analysis employed"
17	"subsequent immobilization"	rdfs:subClassOf	"immobilization"
17	"Protein A"	rdfs:subClassOf	"A"
17	"binding Protein A"	rdfs:subClassOf	"Protein A"
17	"immunoglobulin binding Protein A"	rdfs:subClassOf	"binding Protein A"
17	"binding"	vn.role:Agent	"immunoglobulin"
17	"binding"	vn.role:Theme	"Protein A were employed for the subsequent immobilization and analysis of Protein G antigens."
17	"employed"	vn.role:Theme	"immunoglobulin binding Protein A"
17	"employed"	vn.role:Recipient	"the subsequent immobilization and analysis of Protein G antigens."
18	"antibodies immobilization"	rdfs:subClassOf	"immobilization"
18	"immobilization employed"	rdfs:subClassOf	"employed"
18	"non-covalent immobilization"	rdfs:subClassOf	"immobilization"
18	"Protein A"	rdfs:subClassOf	"A"
18	"binding Protein A"	rdfs:subClassOf	"Protein A"
18	"immunoglobulin binding Protein A"	rdfs:subClassOf	"binding Protein A"
18	"binding"	vn.role:Agent	"immunoglobulin"
18	"binding"	vn.role:Theme	"Protein A"
18	"employed"	vn.role:Theme	"immunoglobulin binding Protein A"
18	"employed"	vn.role:Recipient	"non-covalent immobilization of antibodies."
19	"antibodies repeated"	rdfs:subClassOf	"repeated"
19	"different antibodies"	rdfs:subClassOf	"antibodies"
19	"times repeated"	rdfs:subClassOf	"repeated"
19	"several times"	rdfs:subClassOf	"times"
19	"can repeated"	rdfs:subClassOf	"repeated"
19	"antigens immobilization"	rdfs:subClassOf	"immobilization"
19	"their antigens"	rdfs:subClassOf	"antigens"
19	"subsequent immobilization"	rdfs:subClassOf	"immobilization"
19	"can repeated"	local:AM-TMP	"several times"
19	"can repeated"	local:AM-MNR	"the different antibodies."
19	"can repeated"	vn.role:Topic	"subsequent immobilization and analysis of their antigens"
20	"antibodies repeated"	rdfs:subClassOf	"repeated"
20	"same antibodies"	rdfs:subClassOf	"antibodies"
20	"times repeated"	rdfs:subClassOf	"repeated"
20	"several times"	rdfs:subClassOf	"times"
20	"can repeated"	rdfs:subClassOf	"repeated"
20	"antigens immobilization"	rdfs:subClassOf	"immobilization"
20	"their antigens"	rdfs:subClassOf	"antigens"
20	"subsequent immobilization"	rdfs:subClassOf	"immobilization"
20	"can repeated"	local:AM-TMP	"several times"
20	"can repeated"	local:AM-MNR	"the same antibodies."
20	"can repeated"	vn.role:Topic	"subsequent immobilization and analysis of their antigens"
21	"coupling capacity"	rdfs:subClassOf	"capacity"
21	"NHS coupling"	rdfs:subClassOf	"coupling"
21	"conventional NHS coupling"	rdfs:subClassOf	"NHS coupling"
21	"region capacity"	rdfs:subClassOf	"capacity"
21	"Fc region"	rdfs:subClassOf	"region"
21	"its Fc region"	rdfs:subClassOf	"Fc region"
21	"antibody capacity"	rdfs:subClassOf	"capacity"
21	"capacity leads"	rdfs:subClassOf	"leads"
21	"binding capacity"	rdfs:subClassOf	"capacity"
21	"antigen binding capacity"	rdfs:subClassOf	"binding capacity"
21	"higher antigen binding capacity"	rdfs:subClassOf	"antigen binding capacity"
21	"3-4-fold higher"	rdfs:subClassOf	"higher"
21	"coupling binding"	rdfs:subClassOf	"binding"
21	"NHS coupling"	rdfs:subClassOf	"coupling"
21	"conventional NHS coupling"	rdfs:subClassOf	"NHS coupling"
21	"region binding"	rdfs:subClassOf	"binding"
21	"Fc region"	rdfs:subClassOf	"region"
21	"coupling Fc region"	rdfs:subClassOf	"Fc region"
21	"NHS coupling Fc region"	rdfs:subClassOf	"coupling Fc region"
21	"conventional NHS coupling Fc region"	rdfs:subClassOf	"NHS coupling Fc region"
21	"region binding"	rdfs:subClassOf	"binding"
21	"Fc region"	rdfs:subClassOf	"region"
21	"its Fc region"	rdfs:subClassOf	"Fc region"
21	"antibody binding"	rdfs:subClassOf	"binding"
21	"antibody antibody binding"	rdfs:subClassOf	"antibody binding"
21	"specific antibody antibody binding"	rdfs:subClassOf	"antibody antibody binding"
21	"more specific"	rdfs:subClassOf	"specific"
21	"Further leads"	rdfs:subClassOf	"leads"
21	"leads"	local:AM-MNR	"via its Fc region instead of the conventional NHS coupling."
21	"leads"	vn.role:Agent	"Further, the more specific binding of the antibody via the antibody via its Fc region instead of the conventional NHS coupling Fc region instead of the conventional NHS coupling"
21	"leads"	vn.role:Destination	"a 3-4-fold higher antigen binding capacity of the antibody"
21	"binding"	vn.role:Agent	"3-4-fold higher antigen"
21	"binding"	vn.role:Theme	"capacity of the antibody"
22	"immuno-infrared-assays compared"	rdfs:subClassOf	"compared"
22	"former immuno-infrared-assays"	rdfs:subClassOf	"immuno-infrared-assays"
22	"significantly increased"	rdfs:subClassOf	"increased"
22	"fluids disease"	rdfs:subClassOf	"disease"
22	"body fluids"	rdfs:subClassOf	"fluids"
22	"disease detection"	rdfs:subClassOf	"detection"
22	"Alzheimer disease"	rdfs:subClassOf	"disease"
22	"detection immuno-infrared-biosensor"	rdfs:subClassOf	"immuno-infrared-biosensor"
22	"preclinical detection"	rdfs:subClassOf	"detection"
22	"immuno-infrared-biosensor capacity"	rdfs:subClassOf	"capacity"
22	"sensitivity immuno-infrared-biosensor capacity"	rdfs:subClassOf	"immuno-infrared-biosensor capacity"
22	"Thus increased"	rdfs:subClassOf	"increased"
22	"increased"	local:AM-MNR	"significantly"
22	"increased"	local:AM-ADV	"compared to former immuno-infrared-assays."
22	"increased"	vn.role:Attribute	"Thus, the sensitivity capacity of An immuno-infrared-biosensor for the preclinical detection of Alzheimer's disease in body fluids"
23	"immuno-infrared-assays compared"	rdfs:subClassOf	"compared"
23	"former immuno-infrared-assays"	rdfs:subClassOf	"immuno-infrared-assays"
23	"significantly increased"	rdfs:subClassOf	"increased"
23	"fluids disease"	rdfs:subClassOf	"disease"
23	"body fluids"	rdfs:subClassOf	"fluids"
23	"disease detection"	rdfs:subClassOf	"detection"
23	"Alzheimer disease"	rdfs:subClassOf	"disease"
23	"detection immuno-infrared-biosensor"	rdfs:subClassOf	"immuno-infrared-biosensor"
23	"preclinical detection"	rdfs:subClassOf	"detection"
23	"immuno-infrared-biosensor capacity"	rdfs:subClassOf	"capacity"
23	"throughput immuno-infrared-biosensor capacity"	rdfs:subClassOf	"immuno-infrared-biosensor capacity"
23	"Thus increased"	rdfs:subClassOf	"increased"
23	"increased"	local:AM-MNR	"significantly"
23	"increased"	local:AM-ADV	"compared to former immuno-infrared-assays."
23	"increased"	vn.role:Attribute	"Thus, the throughput capacity of An immuno-infrared-biosensor for the preclinical detection of Alzheimer's disease in body fluids"
24	"immuno-infrared-assays compared"	rdfs:subClassOf	"compared"
24	"former immuno-infrared-assays"	rdfs:subClassOf	"immuno-infrared-assays"
24	"significantly increased"	rdfs:subClassOf	"increased"
24	"fluids disease"	rdfs:subClassOf	"disease"
24	"body fluids"	rdfs:subClassOf	"fluids"
24	"disease detection"	rdfs:subClassOf	"detection"
24	"Alzheimer disease"	rdfs:subClassOf	"disease"
24	"detection immuno-infrared-biosensor"	rdfs:subClassOf	"immuno-infrared-biosensor"
24	"preclinical detection"	rdfs:subClassOf	"detection"
24	"immuno-infrared-biosensor capacity"	rdfs:subClassOf	"capacity"
24	"automation immuno-infrared-biosensor capacity"	rdfs:subClassOf	"immuno-infrared-biosensor capacity"
24	"Thus increased"	rdfs:subClassOf	"increased"
24	"increased"	local:AM-MNR	"significantly"
24	"increased"	local:AM-ADV	"compared to former immuno-infrared-assays."
24	"increased"	vn.role:Attribute	"Thus, the automation capacity of An immuno-infrared-biosensor for the preclinical detection of Alzheimer's disease in body fluids"
25	"A. binds"	rdfs:subClassOf	"binds"
25	"Protein A."	rdfs:subClassOf	"A."
25	"antibody used"	rdfs:subClassOf	"used"
25	"can antibody used"	rdfs:subClassOf	"antibody used"
25	"can used"	vn.role:Theme	"immuno-sensor"
25	"can used"	vn.role:Recipient	"any antibody that binds to Protein A."
25	"binds"	vn.role:Theme	"antibody"
25	"binds"	vn.role:Destination	"Protein A."
26	"G. binds"	rdfs:subClassOf	"binds"
26	"Protein G."	rdfs:subClassOf	"G."
26	"antibody used"	rdfs:subClassOf	"used"
26	"can antibody used"	rdfs:subClassOf	"antibody used"
26	"can used"	vn.role:Theme	"immuno-sensor"
26	"can used"	vn.role:Recipient	"any antibody that binds to Protein G."
26	"binds"	vn.role:Theme	"antibody"
26	"binds"	vn.role:Destination	"Protein G."
